Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1928,Adolf Otto Reinhold Windaus,1876/12/25,Male,Chemistry, for the services rendered through his research into the constitution of the sterols and their connection with the vitamins ,Germany,Goettingen University,"Gâˆšâˆ‚ttingen, Germany"
1927,Heinrich Otto Wieland,1877/06/04,Male,Chemistry, for his investigations of the constitution of the bile acids and related substances ,Germany,Munich University,"Munich, Germany"
1926,The (Theodor) Svedberg,1884/08/30,Male,Chemistry, for his work on disperse systems ,Sweden,Uppsala University,"Uppsala, Sweden"
1925,Richard Adolf Zsigmondy,1865/04/01,Male,Chemistry," for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry ",Austria,Goettingen University,"Gâˆšâˆ‚ttingen, Germany"
1923,Fritz Pregl,1869/09/03,Male,Chemistry, for his invention of the method of micro-analysis of organic substances ,Slovenia,Graz University,"Graz, Austria"
1922,Francis William Aston,1877/09/01,Male,Chemistry," for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule ",United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1921,Frederick Soddy,1877/09/02,Male,Chemistry," for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes ",United Kingdom,University of Oxford,"Oxford, United Kingdom"
1920,Walther Hermann Nernst,1864/06/25,Male,Chemistry, in recognition of his work in thermochemistry ,Germany,Berlin University,"Berlin, Germany"
1918,Fritz Haber,1868/12/09,Male,Chemistry, for the synthesis of ammonia from its elements ,Poland,Fritz-Haber-Institut,"Berlin-Dahlem, Germany"
1915,Richard Martin WillstâˆšÂ§tter,1872/08/13,Male,Chemistry," for his researches on plant pigments, especially chlorophyll ",Germany,Munich University,"Munich, Germany"
1914,Theodore William Richards,1868/01/31,Male,Chemistry, in recognition of his accurate determinations of the atomic weight of a large number of chemical elements ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1913,Alfred Werner,1866/12/12,Male,Chemistry, in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry ,France,University of Zurich,"Zurich, Switzerland"
1912,Paul Sabatier,1854/11/05,Male,Chemistry, for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years ,France,Toulouse University,"Toulouse, France"
1912,Victor Grignard,1871/05/06,Male,Chemistry," for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry ",France,Nancy University,"Nancy, France"
1911,"Marie Curie, nâˆšÂ©e Sklodowska",1867/11/07,Female,Chemistry," in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element ",Poland,Sorbonne University,"Paris, France"
1910,Otto Wallach,1847/03/27,Male,Chemistry, in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds ,Russia,Goettingen University,"Gâˆšâˆ‚ttingen, Germany"
1909,Wilhelm Ostwald,1853/09/02,Male,Chemistry, in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction ,Latvia,Leipzig University,"Leipzig, Germany"
1908,Ernest Rutherford,1871/08/30,Male,Chemistry," for his investigations into the disintegration of the elements, and the chemistry of radioactive substances ",New Zealand,Victoria University,"Manchester, United Kingdom"
1907,Eduard Buchner,1860/05/20,Male,Chemistry, for his biochemical researches and his discovery of cell-free fermentation ,Germany,Landwirtschaftliche Hochschule (Agricultural College),"Berlin, Germany"
1906,Henri Moissan,1852/09/28,Male,Chemistry," in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him ",France,Sorbonne University,"Paris, France"
1905,Johann Friedrich Wilhelm Adolf von Baeyer,1835/10/31,Male,Chemistry," in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds ",Germany,Munich University,"Munich, Germany"
1904,Sir William Ramsay,1852/10/02,Male,Chemistry," in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system ",United Kingdom,University College London,"London, United Kingdom"
1903,Svante August Arrhenius,1859/02/19,Male,Chemistry, in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation ,Sweden,Stockholm University,"Stockholm, Sweden"
1902,Hermann Emil Fischer,1852/10/09,Male,Chemistry, in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses ,Germany,Berlin University,"Berlin, Germany"
1901,Jacobus Henricus van 't Hoff,1852/08/30,Male,Chemistry, in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions ,Netherlands,Berlin University,"Berlin, Germany"
1969,Jan Tinbergen,12/4/1903,Male,Economics, for having developed and applied dynamic models for the analysis of economic processes ,Netherlands,The Netherlands School of Economics,"Rotterdam, Netherlands"
1969,Ragnar Frisch,1895/03/03,Male,Economics, for having developed and applied dynamic models for the analysis of economic processes ,Norway,University of Oslo,"Oslo, Norway"
1970,Paul A. Samuelson,5/15/1915,Male,Economics, for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1971,Simon Kuznets,4/30/1901,Male,Economics, for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development ,Belarus,Harvard University,"Cambridge, MA, United States of America"
1972,John R. Hicks,8/4/1904,Male,Economics, for their pioneering contributions to general economic equilibrium theory and welfare theory ,United Kingdom,University of Oxford,"Oxford, United Kingdom"
1972,Kenneth J. Arrow,8/23/1921,Male,Economics, for their pioneering contributions to general economic equilibrium theory and welfare theory ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1973,Wassily Leontief,5/8/1906,Male,Economics, for the development of the input-output method and for its application to important economic problems ,Russia,Harvard University,"Cambridge, MA, United States of America"
1974,Friedrich August von Hayek,1899/05/08,Male,Economics," for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena ",Austria,,
1974,Gunnar Myrdal,1898/12/06,Male,Economics," for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena ",Sweden,,
1975,Leonid Vitaliyevich Kantorovich,1/19/1912,Male,Economics, for their contributions to the theory of optimum allocation of resources ,Russia,Academy of Sciences,"Moscow, Russia"
1975,Tjalling C. Koopmans,8/28/1910,Male,Economics, for their contributions to the theory of optimum allocation of resources ,Netherlands,Yale University,"New Haven, CT, United States of America"
1976,Milton Friedman,7/31/1912,Male,Economics," for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy ",United States of America,University of Chicago,"Chicago, IL, United States of America"
1977,Bertil Ohlin,1899/04/23,Male,Economics, for their pathbreaking contribution to the theory of international trade and international capital movements ,Sweden,Stockholm School of Economics,"Stockholm, Sweden"
1977,James E. Meade,6/23/1907,Male,Economics, for their pathbreaking contribution to the theory of international trade and international capital movements ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1978,Herbert A. Simon,6/15/1916,Male,Economics, for his pioneering research into the decision-making process within economic organizations ,United States of America,Carnegie Mellon University,"Pittsburgh, PA, United States of America"
1979,Sir Arthur Lewis,1/23/1915,Male,Economics, for their pioneering research into economic development research with particular consideration of the problems of developing countries ,Saint Lucia,Princeton University,"Princeton, NJ, United States of America"
1979,Theodore W. Schultz,4/30/1902,Male,Economics, for their pioneering research into economic development research with particular consideration of the problems of developing countries ,United States of America,University of Chicago,"Chicago, IL, United States of America"
1980,Lawrence R. Klein,9/14/1920,Male,Economics, for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies ,United States of America,University of Pennsylvania,"Philadelphia, PA, United States of America"
1981,James Tobin,5/3/1918,Male,Economics," for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices ",United States of America,Yale University,"New Haven, CT, United States of America"
1982,George J. Stigler,1/17/1911,Male,Economics," for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation ",United States of America,University of Chicago,"Chicago, IL, United States of America"
1983,Gerard Debreu,4/7/1921,Male,Economics, for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium ,France,University of California,"Berkeley, CA, United States of America"
1984,Richard Stone,8/30/1913,Male,Economics, for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1985,Franco Modigliani,6/18/1918,Male,Economics, for his pioneering analyses of saving and of financial markets ,Italy,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
